week_ended,call_money,notice_money,term_money,triparty_repo,market_repo,corp_bond_repo,7. Forex (US $ million),goi_dated_sec,state_govt_sec,t_bill_91d,t_bill_182d,t_bill_364d,cash_mgmt_bills,total_govt_sec,rbi_turnover,money_market_total,repo_total,t_bill_total,year
2021-05-14,15668.305,5762.975,911.0,514554.675,451345.98,16189.0,61570.25,47334.301,7461.3065,7666.8,4014.1965,3422.34,,69898.944,241.97,22342.28,982089.655,15103.336500000001,2021
2021-05-07,23909.704,810.692,592.56,507958.82,456513.528,11545.6,65011.0,57966.1748,7404.7556,3373.4792,4061.3268,2837.4,,75643.1364,4706.336,25312.956000000002,976017.948,10272.206,2021
2021-04-30,22573.44,734.8,505.88,610197.88,420037.768,7742.4,73579.8,52895.7716,7340.3488,2484.2,8362.6696,2653.172,,73736.162,3143.0,23814.12,1037978.0480000001,13500.041599999999,2021
2021-04-23,18579.8,813.408,1105.38,510435.24,388758.432,2883.0,72943.0,57593.788,7779.7335,5687.384,10894.6805,6099.381,,88054.967,3847.0,20498.588,902076.672,22681.4455,2021
2021-04-16,13048.0,8194.97333333333,379.666666666667,680084.5,432278.346666667,11537.0,84678.0,53919.7993333333,9266.85133333333,6852.594,8482.28066666667,7182.31,,85703.8353333333,8363.0,21622.639999999996,1123899.8466666671,22517.18466666667,2021
2021-04-09,17996.2266666667,969.113333333333,389.483333333333,524160.0,385947.0,2606.4,75646.8,63756.2148,8492.2324,8121.802,3755.852,10370.9648,,94497.066,680.0,19354.823333333366,912713.4,22248.618799999997,2021
2021-04-02,11866.0,10041.39,359.0,563143.05,379902.78,160.0,102808.5,40681.554,7046.353,3946.245,1382.59,16491.75,,69548.492,653.0,22266.39,943205.8300000001,21820.585,2021
2021-03-26,25647.0133333333,575.403333333333,504.483333333333,462955.6,358989.846666667,9399.44,90157.8,55984.9196,7252.1968,5755.5924,2971.4188,11791.12,,83755.2476,4872.0024,26726.899999999965,831344.886666667,20518.131200000003,2021
2021-03-19,16305.992,5328.64,601.2,584133.62,404702.064,492.0,71740.4,38773.5336,6934.1032,3982.696,5787.8832,4705.04,,60183.256,3000.5584,22235.832000000002,989327.684,14475.619200000001,2021
2021-03-12,14991.956,450.16,753.9,457325.58,315683.208,9260.0,80188.5,47180.071,6129.629,1855.468,4852.15,5889.7915,,65907.1095,7946.0975,16196.016,782268.788,12597.4095,2021
2021-03-05,12704.228,3151.416,776.8,634151.78,444237.968,2620.0,81646.0,36585.5016,4744.2216,1675.0,2195.6496,3308.4892,,48508.862,6282.7544,16632.444,1081009.7480000001,7179.138800000001,2021
2021-02-26,16616.4866666667,424.083333333333,568.316666666667,560631.433333333,341539.526666667,740.0,100045.6,38986.8916,7647.1848,3165.8528,2190.1276,8736.0916,,60726.1484,4322.0,17608.886666666698,902910.96,14092.072,2021
2021-02-19,13315.0,4955.98,498.725,672715.875,378296.35,430.0,62462.25,36807.523,7625.678,3028.425,3104.6515,7607.1625,,58173.44,3876.0,18769.704999999998,1051442.225,13740.239000000001,2021
2021-02-12,18098.2,278.54,1107.25,589048.433333333,338384.146666667,2664.0,64940.4,71215.2172,5467.2544,2423.3256,1082.6,7150.78,,87339.1772,6374.0,19483.99,930096.5800000001,10656.7056,2021
2021-02-05,12736.6733333333,3381.35,586.75,587781.966666667,298098.98,2756.8,72660.4,60151.9716,4326.7116,1686.2472,2546.078,2084.4,,70795.4084,146.0,16704.7733333333,888637.746666667,6316.725200000001,2021
2021-01-29,17056.72,4876.485,576.125,589854.7,363895.8,2956.8,86839.5,36157.628,5990.807,2970.065,5073.75,4137.5995,,54329.8495,242.0,22509.33,956707.3,12181.4145,2021
2021-01-22,16992.41,672.27,549.0,546340.866666667,336135.68,2550.4,62051.0,46473.626,4353.2272,2055.046,3217.42,3466.9164,,59566.2356,3061.0,18213.68,885026.9466666671,8739.3824,2021
2021-01-15,13804.996,5149.14,563.2,634407.92,379415.96,2471.04,62250.4,52862.826,3987.9992,2476.3796,4168.7,2384.0728,,65879.9776,4333.0,19517.336,1016294.9200000002,9029.152399999999,2021
2021-01-08,17720.0966666667,641.563333333333,626.966666666667,542622.2,314803.26,3540.0,63898.4,59574.9124,4984.5304,3864.3476,3966.4996,4629.5668,,77019.8568,4676.0,18988.6266666667,860965.46,12460.414,2021
2021-01-01,18633.584,4281.344,369.6,648949.38,376406.872,1090.48,62265.6,38419.6372,7723.996,5734.3508,5985.162,4851.1148,,62714.2608,4053.0,23284.528,1026446.732,16570.6276,2021
2020-12-25,16769.428,354.004,617.56,426080.06,295245.76,1055.0,58808.5,43124.8385,4521.658,3634.837,4477.558,1893.5,,57652.3915,2578.0,17740.992000000002,722380.8200000001,10005.895,2020
2020-12-18,17572.664,4624.58,626.8,529870.82,366238.872,2468.0,53172.4,54655.6688,3887.5268,4342.1336,5775.9664,2505.1288,,71166.4244,4459.0,22824.043999999998,898577.6919999999,12623.2288,2020
2020-12-11,13476.6,648.06,218.316666666667,406199.866666667,314587.486666667,304.0,51369.4,68202.0756,3845.1796,5260.3784,5799.42,2549.4,,85656.4536,902.0,14342.976666666667,721091.353333334,13609.1984,2020
2020-12-04,8163.8,4169.53,461.725,521592.425,388895.13,1150.0,85488.25,67565.093,4980.6105,4701.686,3137.888,2742.552,,83127.8295,265.0,12795.055,911637.5549999999,10582.126,2020
2020-11-27,12156.7666666667,632.333333333333,686.666666666667,411117.2,273257.993333333,1208.0,57491.6,70609.3064,4964.5664,1554.84,7120.3236,4703.78,,88952.8164,4325.0,13475.7666666667,685583.193333333,13378.943599999999,2020
2020-11-20,10765.31,4103.035,754.95,515056.6,380749.55,8110.0,57482.0,54334.7715,5399.6795,758.213,8518.4,11587.1245,,80598.1885,5196.0,15623.295,903916.1499999999,20863.7375,2020
2020-11-13,14308.3033333333,306.403333333333,300.666666666667,385681.1,326227.566666667,3320.0,53815.6,51551.1432,4398.6308,1381.422,5117.9712,2539.9,,64989.0672,4614.0,14915.373333333302,715228.666666667,9039.2932,2020
2020-11-06,9975.12333333333,3081.60666666667,560.216666666667,349121.7,321779.18,172.0,49601.2,59095.7604,4759.4972,4163.6744,5720.0284,1838.9512,,75577.9116,6988.0,13616.946666666667,671072.88,11722.653999999999,2020
2020-10-30,10675.23,4480.505,544.575,397522.225,350328.28,5545.0,56477.0,91126.5235,4931.807,5243.0115,4643.925,2662.3935,,108607.6605,429.0,15700.310000000001,753395.505,12549.33,2020
2020-10-23,13824.2833333333,803.91,816.25,336437.0,313102.0,3098.632,46714.4,59683.7924,4545.6108,5238.3616,2111.8252,2840.7,,74420.29,3265.0,15444.4433333333,652637.632,10190.8868,2020
2020-10-16,20132.388,4398.968,425.6,396264.0,447695.0,9400.0,41953.2,84843.21,6259.444,5547.2528,7254.2,1719.6376,,105623.7444,4334.0,24956.956,853359.0,14521.0904,2020
2020-10-09,19586.2466666667,323.186666666667,942.433333333333,285175.0,369855.0,4120.0,50785.8,40589.7352,6403.9676,7423.5748,3399.36,5209.0936,,63025.7312,6088.0,20851.8666666667,659150.0,16032.028400000001,2020
2020-10-02,16084.0,6150.17,399.45,358058.0,413981.0,2525.0,64763.5,49417.464,6627.8965,11181.5,9719.65,1954.6195,,78901.13,3570.0,22633.62,774564.0,22855.769500000002,2020
2020-09-25,20574.7233333333,381.753333333333,857.166666666667,310900.1,309908.006666667,4666.4,52906.0,44250.9488,3901.95,13686.2,6978.3524,1372.6268,,70190.078,2059.0,21813.6433333333,625474.506666667,22037.1792,2020
2020-09-18,19386.14,5988.428,827.32,352175.68,364146.192,436.0,48919.0,59774.756,3767.7816,11095.9972,7512.56,2214.72,,84365.8148,5606.0,26201.888,716757.872,20823.2772,2020
2020-09-11,22402.4166666667,311.086666666667,367.466666666667,287427.266666667,305622.373333333,517.6,49525.4,61854.2536,4415.032,3752.8,4483.044,2263.252,,76768.3816,4953.0,23080.970000000034,593567.24,10499.096000000001,2020
2020-09-04,16962.38,4591.90333333333,636.333333333333,339658.533333333,316977.373333333,2020.0,59780.2,88596.3832,4983.6104,4712.9484,4107.1968,1590.8092,,103990.948,3779.0,22190.616666666665,658655.906666666,10410.954399999999,2020
2020-08-28,19386.952,5149.94,491.852,420080.84,388951.056,300.0,63978.0,69966.3224,3551.6204,4053.0,9138.9712,2104.7084,,88814.6224,4457.0,25028.744,809331.896,15296.6796,2020
2020-08-21,23599.2,426.076,936.38,413808.34,319123.768,560.0,53940.0,62319.9356,3396.7712,502.4156,9677.94,1892.2268,3227.6,77789.2892,445.0,24961.656000000003,733492.108,15300.182400000002,2020
2020-08-14,22201.044,1184.8,580.112,339168.36,348461.096,1536.0,49018.0,57502.1536,3646.314,6231.6224,3415.62,2271.9456,3850.48,73067.6556,217.0,23965.956000000002,689165.456,15769.667999999998,2020
2020-08-07,22403.86,606.66,895.12,324705.0,387792.632,1344.0,47143.0,60093.9624,4212.9672,7269.0,2332.924,2604.1936,3412.0,76513.0472,174.0,23905.64,713841.632,15618.1176,2020
2020-07-31,23100.352,1191.572,593.512,352688.04,348068.976,2112.0,63828.6,73654.396,3989.0428,7701.5,2885.29,1532.1768,1602.86,89762.4056,367.0,24885.435999999998,702869.0160000001,13721.8268,2020
2020-07-24,21227.9933333333,526.39,787.8,306216.933333333,266678.606666667,200.0,57816.2,67017.762,5160.9948,4621.3576,2452.6136,1115.9388,625.56,80368.6668,597.0,22542.183333333298,573095.54,8815.47,2020
2020-07-17,20915.32,4909.72,537.68,361524.58,335348.848,200.0,52373.2,92317.2496,6075.9844,6189.9176,4321.5,2108.3916,765.9,111013.0432,203.0,26362.72,697073.4280000001,13385.7092,2020
2020-07-10,21441.8566666667,389.92,720.866666666667,304396.083333333,302497.4,2488.0,59198.4,91256.4396,8337.3124,4908.8868,4677.448,2279.184,2261.18,111459.2708,281.0,22552.643333333366,609381.483333333,14126.698800000002,2020
2020-07-03,19035.712,5442.528,1116.568,373191.0,430018.432,7216.0,59566.0,86494.508,6135.3344,7893.6,4923.6,5686.6184,2110.16,111133.6608,4008.0,25594.807999999997,810425.432,20613.9784,2020
2020-06-26,18540.9666666667,478.086666666667,690.266666666667,379721.566666667,301952.26,1764.0,56068.2,60317.9796,7860.8156,7990.8516,3241.98,2588.5772,1374.8,82000.204,371.0,19709.320000000032,683437.826666667,15196.208799999999,2020
2020-06-19,19426.82,4995.976,1077.816,440562.64,387748.12,3525.032,41313.8,59953.3492,4040.392,10241.994,7728.2928,2173.5048,7192.2,84137.5328,,25500.611999999997,831835.792,27335.9916,2020
2020-06-12,19515.0966666667,415.55,607.816666666667,316866.883333333,324437.14,6327.448,38471.2,61701.0,4752.286,7276.148,4229.7252,2635.0,2174.6,80594.1592,151.0,20538.463333333366,647631.471333333,16315.4732,2020
2020-06-05,13685.2866666667,4661.34333333333,959.18,281007.35,331677.906666667,5700.0,47586.8,64753.4084,3159.5668,3653.622,2786.2,2539.0084,1716.54,76891.8056,306.0,19305.81000000003,618385.2566666671,10695.3704,2020
2020-05-29,19389.915,5974.455,1444.125,379530.925,375862.55,5995.0,57929.5,78604.269,4418.9505,4925.4095,5500.455,5429.322,17605.0,98878.406,335.0,26808.495000000003,761388.475,33460.186499999996,2020
2020-05-22,19494.18,433.116666666667,847.95,359930.516666667,297965.433333333,2908.0,43866.2,79452.9668,5606.7832,3804.48,2662.2604,2705.7064,194.8,94232.1968,110.0,20775.24666666667,660803.95,9367.2468,2020
2020-05-15,15664.552,5084.856,1632.916,416481.06,340594.272,5380.0,37744.6,112461.6156,3122.6528,11249.5148,2368.286,1472.3556,976.0,,312.0,22382.324,762455.3319999999,16066.156400000002,2020
2020-05-08,21003.804,981.508,1373.492,303895.5,255922.088,5595.0,45292.25,88202.6985,7208.5785,4565.4365,8936.91,8275.1995,1265.0,117188.823,8046.0,23358.804,565412.588,23042.546000000002,2020
2020-05-01,17270.145,7628.355,1569.42,384319.4,307945.89,2725.0,49987.25,75189.406,4766.85,4895.421,9433.384,9440.0165,1225.0,103725.0775,12485.0,26467.92,694990.29,24993.8215,2020
2020-04-24,19170.7033333333,622.386666666667,1083.30333333333,365865.666666667,239087.16,1568.0,39840.4,99924.8212,3926.572,2782.9528,9546.6672,8753.3852,3170.0,124934.3984,6002.0,20876.393333333293,606520.826666667,24253.0052,2020
2020-04-17,19192.11,6162.27,1515.96,384496.95,291021.83,2630.0,40304.75,34227.362,3122.5,2998.495,5900.0375,6848.596,3192.5,53079.756,4134.0,26870.34,678148.78,18939.6285,2020
2020-04-10,17679.845,1069.365,1347.37,273676.9,230767.58,4600.0,38068.0,30920.7146666667,2990.612,3165.42,2746.16733333333,4530.27133333333,14893.3333333333,44228.1853333333,4897.0,20096.58,509044.48,25335.19199999996,2020
2020-04-03,11672.2133333333,7995.55333333333,1835.13333333333,355378.366666667,275423.84,4333.33333333333,60818.0,60096.0966666667,2680.25533333333,4440.66666666667,3205.246,4985.84,17100.0,75408.1046666667,133.0,21502.89999999996,635135.5400000004,29731.75266666667,2020
2020-03-27,23920.456,1903.736,1238.548,356208.88,203083.272,3670.0,64600.25,41928.739,2698.667,1847.535,1988.425,1542.5,,50005.866,7873.0,27062.739999999998,562962.152,5378.46,2020
2020-03-20,30536.252,7168.824,1104.316,411858.82,346213.328,1136.712,83800.4,119391.248,4733.1668,4595.7868,2161.4508,1690.2552,4918.0,132571.9076,239.0,38809.392,759208.8600000001,13365.4928,2020
2020-03-13,28364.068,333.34,490.6,292616.66,255972.888,100.0,87650.5,156240.197,10045.299,2184.8845,1011.7345,638.578,7778.5,170120.693,17.0,29188.007999999998,548689.548,11613.697,2020
2020-03-06,18874.4866666667,5464.50333333333,710.013333333333,339481.783333333,270706.5,260.0,89610.8,149653.0944,8575.236,7095.928,2763.2,1367.3948,12127.0,169454.8532,19.0,25049.003333333363,610448.283333333,23353.5228,2020
2020-02-28,27446.704,8013.572,972.54,360007.88,297486.384,80.0,83532.8,117378.8048,6094.05,2315.2904,862.5744,839.9108,4596.1192,127490.6304,211.0,36432.816,657574.264,8613.8948,2020
2020-02-21,28261.89,1050.625,742.1,259355.475,221701.66,1209.6,59151.0,133831.287333333,6412.70266666667,6175.5,1608.32933333333,1815.08133333333,2686.66666666667,149842.900666667,266.666666666667,30054.614999999998,482266.735,12285.577333333329,2020
2020-02-14,19869.216,10943.752,798.02,308512.52,299776.688,1817.68,53573.8,109425.9316,5511.898,3071.2044,1564.2712,1181.7232,3010.0,120755.0284,19.0,31610.988,610106.8880000002,8827.1988,2020
2020-02-07,22211.67,870.216666666667,894.8,283432.45,227650.593333333,4885.56,69522.8,119431.1196,6911.3764,2077.2172,2128.3336,1323.492,17260.1332,131871.5388,128.0,23976.686666666665,515968.603333333,22789.176,2020
2020-01-31,14691.016,8821.352,963.92,362136.54,249931.528,3235.432,72057.2,60694.1252,4534.9872,2049.064,1705.0164,597.2124,2179.22,69580.4052,37.0,24476.288,615303.5,6530.5128,2020
2020-01-24,16270.47,805.106666666667,510.883333333333,325737.466666667,201847.9,1554.144,56489.4,61838.5192,4644.2472,2059.0924,1266.7628,1017.6788,3206.2,70826.3004,2594.0,17586.46,529139.510666667,7549.7339999999995,2020
2020-01-17,12534.516,7872.508,749.552,372094.02,266469.352,917.736,60801.8,64068.868,2673.6028,3859.934,804.46,556.116,7784.2072,71962.9808,507.0,21156.575999999997,639481.108,13004.7172,2020
2020-01-10,17014.73,676.96,511.016666666667,339236.816666667,216533.46,1177.36,59429.8,80792.9416,7928.9608,1204.2,740.7484,1264.3456,8074.0,91931.1964,4989.0,18202.706666666665,556947.636666667,11283.294,2020
2020-01-03,22786.332,3833.68,694.172,411821.0,299793.232,1821.6,55052.0,64434.3708,5202.954,6226.6252,2200.3408,3953.4708,12811.6,82017.7616,4739.0,27314.183999999997,713435.832,25192.0368,2020
2019-12-27,27553.324,238.16,938.62,339731.46,230091.944,1527.6,66546.0,70653.8745,5890.774,6093.805,1576.9175,1018.8815,,85234.2525,4669.88,28730.104,571351.004,8689.604,2019
2019-12-20,22787.932,7194.332,510.332,413104.78,270854.376,98.4,62050.0,59986.3324,2511.5552,4766.016,1942.194,1970.1708,122.0,71176.2684,3392.6,30492.596,684057.556,8800.380799999999,2019
2019-12-13,20605.8366666667,202.18,479.11,352328.0,234023.9,4158.24,64952.6,61668.3052,5274.1272,3746.1536,1457.0388,1600.9952,530.0,73746.62,81.16,21287.1266666667,590510.14,7334.1876,2019
2019-12-06,17179.3466666667,5338.09333333333,641.66,325120.233333333,229520.18,1553.6,53349.4,82535.7992,6774.6128,6652.8424,2155.5488,3380.7212,996.0,101499.5244,285.13,23159.10000000003,556194.013333333,13185.1124,2019
2019-11-29,18304.22,3594.684,757.072,379116.2,259645.32,2953.36,70279.0,70232.5192,4846.1136,2223.2888,1504.79,1900.904,6.0,80707.6156,240.13,22655.976000000002,641714.88,5634.9828,2019
2019-11-22,21914.37,196.116666666667,742.516666666667,308703.8,189037.42,2074.336,59360.6,95304.7616,5598.154,4035.4948,1683.2784,1699.7144,90.0,108321.4032,29.45,22853.003333333334,499815.556,7508.4875999999995,2019
2019-11-15,14933.245,4796.775,661.3,370683.3,239155.03,4512.3,,56637.9705,4406.0,4849.1725,2071.938,3262.9255,307.5,70914.8475,198.64,20391.32,614350.63,10491.536,2019
2019-11-08,19981.4066666667,209.55,603.74,282848.85,187131.173333333,4588.4,,65474.0696,3341.6248,4014.5836,1776.35,2610.0328,8223.5004,77216.6608,21.72,20794.6966666667,474568.423333333,16624.466800000002,2019
2019-11-01,18807.345,5926.53,680.45,355067.0,229569.05,1270.0,70784.0,46842.78,2596.3815,1093.1195,1785.41,1864.832,,54182.523,2.55,25414.325,585906.05,4743.3615,2019
2019-10-25,19675.836,995.38,770.58,271001.36,194201.712,39.8,61784.75,41074.297,3698.838,4462.3475,1390.55,3580.3905,,54206.423,128.0,21441.796000000002,465242.872,9433.288,2019
2019-10-18,22433.748,5168.76,854.56,349002.38,242956.432,80.0,62360.4,76574.898,5659.5896,4292.7232,4399.732,2161.7116,,93088.6544,2.0,28457.068000000003,592038.812,10854.1668,2019
2019-10-11,24812.012,383.4,544.82,279729.02,175746.176,179.8,64144.0,78754.872,4411.459,5138.7455,5912.0015,4573.295,,98790.373,148.0,25740.232,455654.996,15624.042,2019
2019-10-04,20120.635,6384.965,1356.725,317321.625,236124.65,251.1,82119.75,89724.5555,3469.04,4000.599,4096.521,6239.6495,,107530.365,152.0,27862.324999999997,553697.375,14336.7695,2019
2019-09-27,34535.0466666667,662.003333333333,659.533333333333,250694.883333333,167207.48,870.928,82200.0,97159.628,8197.7052,9037.4268,3621.4084,6023.6384,,124039.8068,355.0,35856.583333333365,418773.29133333307,18682.473599999998,2019
2019-09-20,32753.264,7701.812,590.36,310190.4,246358.728,1191.04,71263.8,91751.056,3831.8064,3746.0328,2271.79,5772.2504,,107372.9356,161.0,41045.436,557740.1680000001,11790.073199999999,2019
2019-09-13,29778.508,376.0,1343.56,248553.44,172707.016,847.9,66661.0,75788.204,5297.7395,2939.138,2955.3275,3049.037,597.5,90029.446,256.0,31498.068000000003,422108.356,9541.0025,2019
2019-09-06,22597.516,5905.864,636.66,244729.38,162010.592,3809.5,65687.0,61882.8545,5748.3235,4665.3425,2072.5955,2326.9765,367.175,76696.0925,17.0,29140.039999999997,410549.472,9432.0895,2019
2019-08-30,35390.8,10154.94,697.304,309832.86,203503.848,1808.8,78536.4,94874.8236,6355.7444,2604.0524,1734.8596,2665.156,66.0,108234.636,98.0,46243.044,515145.508,7070.068,2019
2019-08-23,36111.052,428.456,694.732,315752.76,211641.344,2376.0,67472.8,106853.6696,4683.6244,2797.9688,4597.0848,3017.0324,565.48,121949.38,96.0,37234.240000000005,529770.104,10977.565999999999,2019
2019-08-16,37362.16,347.62,899.626666666667,296265.8,229720.506666667,920.0,67446.0,95617.0986666667,4832.62666666667,3692.206,3501.646,3696.60266666667,10251.598,111340.18,494.666666666667,38609.40666666668,526906.306666667,21142.05266666667,2019
2019-08-09,23748.23,314.223333333333,608.383333333333,242493.633333333,193189.06,751.2,72485.0,135451.1168,8317.4276,796.6348,4723.7924,9539.686,10035.5072,158828.6576,49.0,24670.836666666662,436433.893333333,25095.6204,2019
2019-08-02,18196.916,6450.432,791.828,269918.5,194213.064,1363.2,71599.8,106743.0644,7327.5152,2158.2156,3900.7044,3892.2104,,124021.71,145.0,25439.176000000003,465494.764,9951.1304,2019
2019-07-26,24990.9233333333,294.47,569.6,253638.133333333,165619.286666667,120.0,59155.6,106224.4356,6809.0384,3733.5728,2022.204,4225.2772,,123014.528,5.0,25854.9933333333,419377.42000000004,9981.054,2019
2019-07-19,22357.708,10947.448,816.352,259825.56,213252.36,4120.8,59236.2,159471.0112,7222.8584,1946.7916,3501.8648,6588.6704,,178731.1964,41.0,34121.508,477198.72,12037.326799999999,2019
2019-07-12,23313.8533333333,288.093333333333,706.996666666667,228941.283333333,209802.26,2456.0,58869.2,189627.368,5840.3248,1445.76,4007.3968,4588.5964,,205509.446,868.0,24308.9433333333,441199.543333333,10041.7532,2019
2019-07-05,22233.2033333333,5985.44,944.5,232743.866666667,201201.74,1253.44,63314.2,105357.166,7390.1568,3485.7492,2567.88,5974.7388,,124775.6908,34.0,29163.143333333297,435199.046666667,12028.368,2019
2019-06-28,31500.512,5684.892,1259.008,298523.3,255193.672,3404.0,77216.0,130125.0712,4573.7276,4985.5484,2883.5308,2831.4156,,145399.2936,15.0,38444.412,557120.972,10700.4948,2019
2019-06-21,39762.06,405.923333333333,849.386666666667,259489.9,206779.333333333,4644.56,64690.2,178072.8204,8041.272,5173.1964,2402.9956,1705.7908,,195396.0752,2788.0,41017.369999999995,470913.793333333,9281.9828,2019
2019-06-14,30310.8,9660.0,872.172,299350.54,269873.608,6270.4,60894.2,106158.4732,9514.8008,5696.966,2648.166,2915.692,,126934.098,4177.0,40842.972,575494.5480000001,11260.824,2019
2019-06-07,30331.9,359.0,1149.896,239803.04,202417.448,619.0,65573.5,156554.4425,8500.791,2443.6045,3478.7795,6324.0475,,177301.665,356.0,31840.796000000002,442839.488,12246.431499999999,2019
2019-05-31,34076.956,7404.4,480.96,275734.2,233438.656,2950.4,65606.4,109172.8136,9891.7084,2823.3104,3967.7476,4143.8388,,129999.4188,268.0,41962.316,512123.25600000005,10934.8968,2019
2019-05-24,42499.0,481.056,777.604,271319.26,198546.736,1950.4,64867.0,90819.6508,5801.4372,3736.3552,1779.402,2944.3736,,105081.2188,278.0,43757.659999999996,471816.39600000007,8460.130799999999,2019
2019-05-17,39122.796,308.716,554.828,270867.46,218537.416,178.4,59696.8,71886.3104,5027.6048,4091.3924,990.2968,2732.3164,,84727.9208,2757.0,39986.340000000004,489583.27600000007,7814.0056,2019
2019-05-10,34788.31,882.563333333333,898.183333333333,225357.85,195809.286666667,663.2,59113.2,61655.1344,4355.8912,3563.4504,1514.1144,831.8632,,71920.4536,122.0,36569.056666666664,421830.336666667,5909.428,2019
2019-05-03,28707.7466666667,12770.8133333333,1039.50666666667,277015.833333333,217468.333333333,3644.0,73392.6666666667,401.91867,51.941645,1585.5465,1496.5465,1117.6515,,48475.826,6.257e-06,42518.066666666666,498128.16666666605,4199.7445,2019
2019-04-26,38125.1566666667,682.156666666667,900.383333333333,219771.966666667,158934.946666667,4548.0,76959.4,60216.8268,6177.584,3877.488,2946.7964,1648.4936,,74461.7476,209.0,39707.6966666667,383254.913333334,8472.778,2019
2019-04-19,31389.3333333333,14508.4533333333,1061.26666666667,273280.633333333,195175.186666667,6608.0,58392.6666666667,57596.9813333333,4927.60333333333,4782.05866666667,248.672666666667,612.974666666667,,68168.2906666667,215.0,46959.05333333327,475063.82,5643.706000000005,2019
2019-04-12,57118.0,1535.2,618.8,256626.4,191992.0,11234.4,72751.0,69592.1384,4704.092,3451.7784,2831.4484,3277.2668,,83719.8456,19.0,59272.0,459852.80000000005,9560.4936,2019
2019-04-05,49720.4,1528.468,1035.54,230411.24,134956.0,15795.0,83758.75,109872.032,6863.096,4201.229,1643.5835,3966.722,,126546.6625,632.0,52284.408,381162.24,9811.5345,2019
2019-03-29,60254.684,5114.776,477.328,269785.16,175735.224,8784.0,98933.4,65466.2472,8419.4744,3545.2492,951.598,1806.0432,,80188.612,765.0,65846.788,454304.38399999996,6302.8904,2019
2019-03-22,44499.852,550.856,357.508,222509.2,159103.408,3766.0,83911.0,72013.853,7987.0375,3585.56,1592.744,3230.263,,88409.4575,988.0,45408.216,385378.608,8408.567,2019
2019-03-15,34216.056,12523.936,674.02,303960.78,204345.176,1873.6,69676.6,64968.1408,7558.6424,1502.24,1712.758,2026.294,2220.66,77755.6752,2515.0,47414.011999999995,510179.556,7461.952,2019
2019-03-08,38862.92,270.816,356.8,244383.76,157719.336,2741.0,71888.25,47359.7335,6032.1875,2350.048,1077.328,4301.2345,2696.114,61114.0315,3127.0,39490.536,404844.096,10424.724499999998,2019
2019-03-01,41139.6,9366.4,969.2,329012.48,228156.864,1940.0,81741.0,56365.4164,4402.1192,2276.9496,770.512,767.718,5602.8,64582.7152,2624.0,51475.2,559109.344,9417.979599999999,2019
2019-02-22,49965.788,357.18,683.664,264166.34,198115.544,1857.0,66626.0,45667.321,3313.511,982.7415,755.698,1947.4615,931.375,52666.733,3136.0,51006.632,464138.884,4617.276,2019
2019-02-15,33615.6,10971.2,522.4,310635.02,233024.264,2048.8,71347.0,77421.24,6802.4748,2924.5136,2218.2616,2480.74,2455.5204,91847.23,2772.0,45109.200000000004,545708.084,10079.0356,2019
2019-02-08,36033.4,392.093333333333,698.716666666667,272881.066666667,163713.333333333,1791.2,59882.8,91779.952,5446.7156,2084.586,1834.678,3176.7672,5816.748,104322.6988,151.0,37124.21,438385.60000000003,12912.779199999999,2019
2019-02-01,39585.596,11075.012,367.14,292339.1,170461.952,5448.0,69188.0,51448.4364,4565.3348,416.3716,1124.2584,1038.9556,3945.172,58593.3568,2026.0,51027.748,468249.05199999997,6524.7576,2019
2019-01-25,40765.2633333333,764.573333333333,244.5,261297.683333333,153260.773333333,3500.0,50189.2,61568.482,4046.5068,1794.1356,2405.6064,1814.6984,,71629.4292,2764.0,41774.33666666663,418058.45666666597,6014.4404,2019
2019-01-18,30857.6,13303.2,368.0,268172.0,173968.8,3705.6,57995.6,66163.6864,4101.872,2027.0728,1728.356,2226.1432,,76247.1304,2050.0,44528.8,445846.39999999997,5981.572,2019
2019-01-11,27199.54,880.833333333333,587.666666666667,229048.25,148489.333333333,5306.4,62533.8,78991.6904,3585.6572,2838.0648,1718.914,3399.0244,,90533.3508,2483.0,28668.04,382843.98333333305,7956.003199999999,2019
2019-01-04,19475.0,8551.53333333333,785.0,211707.0,186236.666666667,2974.4,55814.2,68634.5232,5487.6748,4662.7308,5060.74,2396.1084,,86241.7772,2225.0,28811.53333333333,400918.066666667,12119.5792,2019
2018-12-28,30670.26,23658.89,649.75,295037.475,217104.01,6596.0,65174.75,64622.8465,7774.342,7310.834,3225.384,3102.568,,86035.9745,3766.0,54978.899999999994,518737.485,13638.786,2018
2018-12-21,37203.9233333333,6005.99666666667,201.483333333333,251874.616666667,173304.4,5924.0,65507.0,88457.9664,7932.7412,6924.49,2190.8332,4746.3008,,110252.3316,3065.0,43411.4033333333,431103.01666666695,13861.624,2018
2018-12-14,35079.424,8374.196,678.804,312817.44,209995.728,4753.6,61119.4,111450.648,4356.192,1863.9596,1697.8504,2062.9924,3537.3,121431.6424,2078.0,44132.42399999999,527566.768,9162.1024,2018
2018-12-07,35808.8866666667,504.193333333333,459.233333333333,251477.383333333,186161.773333333,4152.8,68025.8,118771.8348,5698.9284,3193.9148,3607.1768,3222.3736,6609.4536,134494.2284,2341.0,36772.31333333337,441791.956666666,16632.9188,2018
