week_ended,call_money,notice_money,term_money,triparty_repo,market_repo,corp_bond_repo,7. Forex (US $ million),goi_dated_sec,state_govt_sec,t_bill_91d,t_bill_182d,t_bill_364d,cash_mgmt_bills,total_govt_sec,rbi_turnover,money_market_total,repo_total,t_bill_total,year
2025-09-26,31297.7033333333,656.083333333333,1038.16666666667,738792.366666667,681777.086666667,15960.0,140364.0,131047.316,7932.428,4180.384,1618.9,3422.756,0.0,148201.784,1618.58,32991.9533333333,1436529.453333334,9222.039999999999,2025
2025-09-19,34205.0,7384.0,1259.0,857666.28,811438.024,14021.0,125999.0,103508.136,9797.304,4842.332,2686.056,5020.332,0.0,125854.16,383.652,42848.0,1683125.304,12548.720000000001,2025
2025-09-12,31808.0,425.596,2350.0,681101.24,623329.496,11061.0,128636.0,181149.84,5944.415,8549.285,2859.25,2673.535,0.0,201176.325,1139.355,34583.596000000005,1315491.736,14082.07,2025
2025-09-05,20066.0,6430.0,966.666666666667,559054.283333333,510321.18,7895.0,103733.0,86539.308,5486.228,6080.404,2410.908,756.408,0.0,101273.256,365.6,27462.666666666668,1077270.463333333,9247.72,2025
2025-08-29,27549.315,9327.93,1359.5,880735.55,776483.6,12740.502,143071.0,113169.345,6970.82,4380.815,4324.24,2150.2,0.0,130995.42,1196.43,38236.744999999995,1669959.652,10855.255000000001,2025
2025-08-22,29136.7866,402.816666666667,1418.5,706895.15,664441.053333333,11864.52,113060.0,100673.74,8004.196,5889.292,3715.816,1172.812,0.0,119455.856,476.304,30958.103266666665,1383200.7233333332,10777.92,2025
2025-08-15,24392.13,7032.195,1270.5,803167.0,794301.27,11834.65,113818.0,122789.89,7151.955,5978.63,2460.5,2315.99,0.0,140696.965,1265.215,32694.825,1609302.92,10755.12,2025
2025-08-08,27990.703333,390.226666666667,1097.16666666667,659645.366666667,658871.053333333,12376.92,125078.0,116360.708,10038.792,5559.84,5293.5,2189.004,0.0,139441.844,666.092,29478.09666633334,1330893.3399999999,13042.344000000001,2025
2025-08-01,28873.94,7302.604,1850.6,802720.64,738402.632,10604.6,147435.0,96887.188,8303.012,5484.176,2866.6,3238.628,0.0,116779.604,690.972,38027.144,1551727.872,11589.404,2025
2025-07-25,29056.65667,380.09,1239.833333,682533.15,610006.94,9721.2,123941.0,82508.14,7952.476,4980.624,3470.168,2394.668,0.0,101306.076,627.256,30676.580003,1302261.2899999998,10845.46,2025
2025-07-18,28444.44,6323.408,1361.2,788485.62,750243.4,9722.2,127800.0,89891.284,8566.012,3983.588,4594.756,3923.34,0.0,110958.98,811.404,36129.047999999995,1548451.22,12501.684000000001,2025
2025-07-11,29963.19333,534.6966667,1679.333333,663801.8,633562.58,9481.0416,122259.0,82401.732,4754.72,4624.724,2507.748,2561.576,0.0,96850.5,175.656,32177.2233297,1306845.4216,9694.047999999999,2025
2025-07-04,25874.324,6275.916,1097.8,858203.86,789564.648,8251.0,137181.0,114627.5,6520.896,4351.448,3339.124,3392.308,0.0,132231.276,33.1,33248.04,1656019.508,11082.880000000001,2025
2025-06-27,28538.4766666667,306.843333333,990.166666667,702249.6,632174.866666667,8409.3616,165416.0,121551.368,4910.188,3996.656,3436.368,1967.24,0.0,135861.82,595.98,29835.486666666697,1342833.828266667,9400.264,2025
2025-06-20,24157.472,6748.684,903.4,802835.76,763218.032,9638.64,118707.0,132864.28,5182.42,6646.956,4672.472,3092.664,0.0,152458.792,816.212,31809.556000000004,1575692.4319999998,14412.092,2025
2025-06-13,31335.472,219.4,1950.8,784600.76,759880.4,9944.0,128179.0,168381.972,6683.112,6571.552,7783.948,3940.36,0.0,193360.944,769.456,33505.672000000006,1554425.1600000001,18295.86,2025
2025-06-06,23488.69667,208.95,785.0,659923.383333333,597128.56,5913.44,136313.0,109307.732,12803.724,5534.196,3720.544,3377.272,0.0,134743.468,849.812,24482.646670000002,1262965.3833333328,12632.011999999999,2025
2025-05-30,26805.0,6439.0,1686.8,824529.94,719035.624,6308.0,140910.0,131773.704,7015.304,6332.704,2618.98,3368.14,0.0,151108.832,54.396,34930.8,1549873.5639999998,12319.823999999999,2025
2025-05-23,29606.4866666667,231.466666666667,2301.66666666667,666649.45,607184.433333333,6682.0,125401.0,153620.98,12736.696,4847.464,6110.288,4542.176,0.0,181857.604,4324.019,32139.62000000004,1280515.8833333328,15499.928,2025
2025-05-16,27040.105,7717.62,1549.25,761526.325,784091.8,6781.0,142220.0,196335.175,7903.24,3120.56,4511.25,5144.255,0.0,217014.48,13079.775,36306.975,1552399.125,12776.064999999999,2025
2025-05-09,28824.3866666667,469.0,1199.31666666667,658386.25,687084.38,6372.0,134858.0,188659.26,9746.184,6347.156,3385.96,3149.184,0.0,211287.744,10336.744,30492.70333333337,1351842.63,12882.3,2025
2025-05-02,26810.0,8517.0,1240.0,816697.55,769154.27,6641.0,171583.0,173909.005,10606.595,5075.125,1130.425,3190.01,0.0,193911.16,5013.44,36567.0,1592492.82,9395.560000000001,2025
2025-04-25,26638.0,181.383333333333,1900.33333333333,706110.616666667,626465.06,6915.0816,136963.0,201467.288,11157.812,5042.324,3911.376,4433.436,0.0,226012.236,12079.316,28719.71666666666,1339490.7582666671,13387.136,2025
2025-04-18,22900.0,9887.0,1232.66666666667,827214.833333333,810601.8,6241.333333,150795.0,169876.66,9103.746667,6693.333333,4092.173333,6627.086667,0.0,196393.0,426.8466667,34019.66666666667,1644057.9666663331,17412.593332999997,2025
2025-04-11,25074.0,430.68,1151.2,679079.94,696512.0,6318.5,155293.0,240487.005,11253.545,5320.79,7970.04,9778.87,0.0,274810.25,5031.585,26655.88,1381910.44,23069.7,2025
2025-04-04,17637.0,7589.0,1518.0,653564.875,564475.0,5896.933333,159811.0,164906.08,6291.646667,14363.04667,7887.393333,7320.053333,0.0,200768.22,6900.92,26744.0,1223936.808333,29570.493336,2025
2025-03-28,27595.288,4914.752,1166.8,818745.98,671533.48,6386.0,183528.0,58942.06,7082.864,7631.16,1689.036,3011.62,0.0,78356.74,9793.236,33676.840000000004,1496665.46,12331.815999999999,2025
2025-03-21,30499.21667,442.2666667,1271.0,644997.85,579794.6467,8850.88,149709.0,115323.82,14316.48,9184.796,3835.4,3974.424,0.0,146634.92,10497.412,32212.483336700003,1233643.3767,16994.62,2025
2025-03-14,23930.555,7658.745,630.75,791467.15,706211.88,8986.6,133122.0,74075.095,12486.54,5370.945,3984.35,3511.185,0.0,99428.115,13638.39,32220.05,1506665.6300000001,12866.48,2025
2025-03-07,23805.36333,220.75,721.5,623273.8333,589494.26,6903.8816,135848.0,93430.616,9534.944,5573.036,3325.752,3864.032,0.0,115728.38,26.472,24747.61333,1219671.9749,12762.82,2025
2025-02-28,25328.92,8886.19,1425.0,802166.825,627684.85,7236.8,155172.0,86172.7595,16088.4415,5438.305,4596.368,4148.0745,0.0,116443.9485,704.33,35640.11,1437088.4749999999,14182.747500000001,2025
2025-02-21,23231.58,471.76,532.2,648196.26,521248.032,7840.652,129410.0,77968.982,10973.6045,3584.6685,2015.5265,3548.199,0.0,98090.9805,10384.88,24235.54,1177284.944,9148.394,2025
2025-02-14,22880.04,5853.792,1109.2,788692.1,658188.536,7342.56,147352.0,99395.5608,6885.4332,5367.7964,3389.8208,5457.7984,0.0,120496.4096,8342.332,29843.032000000003,1454223.196,14215.4156,2025
2025-02-07,23492.62333,269.216666667,698.766666666667,645390.266666667,568944.32,8450.48,143060.0,124531.2952,9153.0308,5071.5968,3051.628,3273.1484,0.0,145080.6992,249.192,24460.606663333663,1222785.066666667,11396.3732,2025
2025-01-31,23224.52,4419.18,975.6,744180.58,606457.02,7410.88,137918.0,126216.3828,10830.7428,5707.604,2524.9188,3325.7004,0.0,148605.3488,5571.884,28619.3,1358048.48,11558.2232,2025
2025-01-24,20630.97,598.2,797.67,649146.7,525850.46,6711.24,133491.0,127532.6212,7675.4128,6107.3064,2690.8808,1893.0624,0.0,145899.2836,4307.448,22026.84,1181708.4,10691.249600000001,2025
2025-01-17,16682.71,6106.5,217.3,779173.5,661240.64,7717.2,147970.0,133314.404,7850.5508,7628.8664,2031.38,2287.72,0.0,153112.9212,2452.492,23006.51,1448131.34,11947.9664,2025
2025-01-10,17914.34,376.18,1323.92,653486.42,536951.96,7738.0,129738.0,134353.7464,4615.4404,3820.8476,2701.024,3958.672,0.0,149449.7304,328.548,19614.440000000002,1198176.38,10480.5436,2025
2025-01-03,15234.35,4005.05,1113.0,770716.56,614692.14,8232.0,109915.0,71585.8688,8576.6332,4366.9232,3329.622,5103.4108,0.0,92962.458,6.52,20352.4,1393640.7000000002,12799.956,2025
2024-12-27,18396.048,177.22,538.8,698889.1,452238.376,8475.152,130014.0,63620.5495,10873.564,6006.383,3088.6955,2668.89,0.0,86258.082,305.73,19112.068,1159602.628,11763.968499999999,2024
2024-12-20,21301.604,4378.076,895.6,825455.12,616987.28,6123.44,129131.0,92915.63721,7900.3264,3586.2044,2153.3208,1851.4952,0.0,108406.984,665.988,26575.28,1448565.8399999999,7591.0204,2024
2024-12-13,21252.223333,212.676666666667,720.166666666667,695288.233333333,521187.706666667,5302.0,135496.0,135854.2416,6812.5212,3691.5172,2802.404,2906.3268,0.0,152067.0108,286.46,22185.066666333336,1221777.94,9400.248,2024
2024-12-06,15780.2366667,3744.036667,843.0,719746.983333333,512218.666666667,5834.8,128628.0,161874.7964,8592.9972,2217.1612,1886.9004,2706.4988,0.0,177278.354,319.9,20367.2733337,1237800.45,6810.5604,2024
2024-11-29,14605.272,4241.24,1743.4,939435.02,585744.6,5114.0,123525.0,83489.9176,4153.6844,1987.5268,3800.2888,3800.2888,0.0,97231.7064,213.104,20589.912000000004,1530293.62,9588.1044,2024
2024-11-22,14473.68,330.6,894.6,707471.14,493723.232,4588.0,108061.0,76146.6925,5306.9535,3669.116,3533.1505,3550.022,0.0,92205.9345,14.565,15698.880000000001,1205782.372,10752.288499999999,2024
2024-11-15,13985.3,3706.2,779.5,837327.525,601586.56,5371.0,101881.0,84825.5925,7150.6425,2983.379,3183.817,4280.659,0.0,102424.09,1374.385,18471.0,1444285.085,10447.855,2024
2024-11-08,19242.572,438.52,1267.6,768911.12,587923.904,5481.0,100719.0,72478.7796,3755.8008,2107.9708,3824.3124,4065.5808,0.0,86232.4443999999,79.192,20948.692,1362316.024,9997.864,2024
2024-11-01,16124.16,1374.38,685.26,781432.95,567993.17,3420.0,98958.0,91163.5045,4997.978,3708.6515,6064.16,3735.7385,0.0,109670.0325,110.96,18183.8,1352846.12,13508.55,2024
2024-10-25,16925.6133333333,252.3,723.466666666666,682726.333333333,497243.093333333,4146.0,110857.0,116576.7496,7470.7508,3130.0032,4174.2684,3138.33599999999,0.0,134490.108,7.208,17901.379999999965,1184115.426666666,10442.60759999999,2024
2024-10-18,15675.0,4918.708,1287.0,761709.36,589584.064,3892.0,104189.0,103216.85,8943.5096,4249.6724,4966.05,3874.9072,0.0,125250.9892,215.872,21880.708,1355185.424,13090.6296,2024
2024-10-11,15954.0,912.433333333333,424.083333333333,616134.2,498845.4,4519.0,105600.0,187505.7572,9820.1292,4169.6532,2871.3316,4695.2224,0.0,209062.0936,21.964,17290.516666666666,1119498.6,11736.2072,2024
2024-10-04,14262.09,5246.305,1625.125,727994.275,645889.64,5622.0,98443.0,151917.105,9122.28,10153.115,5056.55,9976.465,0.0,186225.515,186.8375883,21133.52,1379505.915,25186.13,2024
2024-09-27,18628.0,208.2,805.166666667,678781.0,548987.0,5566.0,140598.0,156651.2788,11412.1908,2522.2048,5340.6096,4387.3784,0.0,180313.6624,586.092,19641.366666667,1233334.0,12250.192799999999,2024
2024-09-20,11343.0,5873.9,280.5,605817.0,486193.0,2839.0,126154.0,168177.2655,8231.048,900.2595,2726.75,4403.7915,0.0,184439.1145,788.105,17497.4,1094849.0,8030.801,2024
2024-09-13,21371.0,254.16,1076.8,734837.0,620109.0,3931.0,120154.0,108594.94,5110.9532,4208.5264,1977.7928,3406.3276,0.0,123298.54,1061.572,22701.96,1358877.0,9592.6468,2024
2024-09-06,18166.0,333.016666666667,1143.83,607781.0,510382.0,3736.0,109685.0,74735.7712,10025.0628,3054.8572,4416.0084,5272.4804,0.0,97504.18,164.936,19642.846666666665,1121899.0,12743.346,2024
2024-08-30,17258.484,4044.956,957.8,791362.86,601046.112,4269.6,127583.0,82171.70721,2571.8,3372.7688,2703.0572,2703.0572,0.0,93522.39041,648.076,22261.24,1396678.5720000002,8778.8832,2024
2024-08-23,16106.0,749.783333333,1023.833,644906.25,503683.84,4666.17,103856.0,125631.1928,7228.6632,4527.574,5603.1396,5403.1172,0.0,148393.6868,1309.88,17879.616333332997,1153256.26,15533.8308,2024
2024-08-16,16727.645,4575.79,1179.75,705300.15,615520.05,6329.23,100547.0,97768.27301,6597.8435,3549.8175,6089.0695,3152.377,0.0,117157.3805,908.98,22483.185,1327149.4300000002,12791.264,2024
2024-08-09,17702.08,669.423333333333,454.416666666667,561910.233333333,520925.746666667,3605.6,118541.0,153648.0488,12076.896,4631.6884,6072.5976,4005.1064,0.0,180434.3372,1440.14,18825.920000000002,1086441.58,14709.3924,2024
2024-08-02,18360.15,4314.572,1147.2,704592.06,624795.16,2792.0,110210.0,181717.6572,8676.3108,4324.6572,5910.7924,4345.6996,0.0,204975.1172,440.452,23821.922000000002,1332179.2200000002,14581.1492,2024
2024-07-26,17811.66,227.75,617.833333333333,693314.433333333,566606.106666667,3282.968,103577.0,139736.8944,6746.6148,3300.912,4932.6848,4466.8856,0.0,159183.9916,2076.58,18657.243333333332,1263203.5080000001,12700.482399999999,2024
2024-07-19,15784.725,4623.62,733.125,739055.425,632592.35,3352.0,105661.0,119857.522,5759.4425,3400.2255,6441.037,4208.2875,0.0,139666.5145,1196.095,21141.47,1374999.775,14049.550000000001,2024
2024-07-12,17506.35,307.656666666667,1050.16666666667,607911.383333333,528563.513333333,4071.2,101334.0,80995.9804,7880.6588,5452.8124,3379.6496,3406.1148,0.0,101115.216,1092.852,18864.173333333336,1140546.096666666,12238.576799999999,2024
2024-07-05,16171.19,3480.93,1149.33333333333,668229.583333333,545360.92,3320.8,93725.0,77824.968,7106.8808,10592.3564,9259.3324,5607.5352,0.0,110391.0728,86.652,20801.453333333327,1216911.303333333,25459.224000000002,2024
2024-06-28,23962.0,3722.0,613.0,799629.0,663566.0,3558.0,135891.0,107937.606,9998.5,8035.7508,5128.2364,4983.894,0.0,136083.9872,947.756,28297.0,1466753.0,18147.8812,2024
2024-06-21,19913.0,613.0,673.0,617320.0,539543.0,2865.0,110450.0,108012.308,11282.4355,2335.728,3691.6725,2813.1045,0.0,128135.2485,1025.98,21199.0,1159728.0,8840.505,2024
2024-06-14,18321.504,4520.8,1172.0,744474.1,677434.72,4233.0,100629.0,117091.12,5114.648,3305.0604,5522.9996,3688.6292,0.0,134722.4572,122.572,24014.304,1426141.8199999998,12516.689199999999,2024
2024-06-07,19423.5466666667,434.666666666667,217.666666666667,629542.333333333,564363.466666667,3459.0,117280.0,159010.1076,7532.7692,3906.0,6852.7692,3683.3976,0.0,180985.0436,384.26,20075.880000000037,1197364.8,14442.166799999999,2024
2024-05-31,19445.596,4362.36,1154.0,720037.0,671501.0,3762.0,113440.0,96495.8628,3778.6908,2928.4,5659.7236,1838.1588,0.0,110700.836,31.88,24961.956000000002,1395300.0,10426.2824,2024
2024-05-24,20332.315,407.54,1211.5,535321.675,506525.66,3625.0,113570.0,123616.152,5059.864667,7696.282667,7204.246667,2953.632667,0.0,146530.1787,330.5066667,21951.355,1045472.335,17854.162001,2024
2024-05-17,19191.0,4594.72,522.0,628140.6,679565.984,4382.0,97290.0,111136.9108,4976.9072,6544.0,6388.3032,1699.9272,0.0,130746.0484,568.004,24307.72,1312088.584,14632.2304,2024
2024-05-10,18512.823333333,1495.28,1348.0,514260.833333333,543731.873333333,3972.0,90191.0,112120.5964,4096.662,5313.1316,7316.2796,3945.7472,0.0,132792.4168,183.068,21356.103333332998,1061964.706666666,16575.1584,2024
2024-05-03,19039.475,5216.28,1327.0,631844.675,674219.28,4333.0,117639.0,102299.6915,5603.602,3792.047,5021.271,3787.876,0.0,120504.4875,32.97,25582.754999999997,1310396.955,12601.194,2024
2024-04-26,18120.34,655.416666666667,969.166666666667,628164.0,570483.0,3178.0,120418.0,73593.1416,4343.2484,4847.9836,6214.4396,4593.4008,0.0,93592.214,15.536,19744.923333333336,1201825.0,15655.824,2024
2024-04-19,16675.0,5231.295,1521.49,745111.3,715487.34,3449.0,150278.0,102557.288,4070.0485,5415.3845,9658.7855,3377.5575,0.0,125079.064,422.73,23427.785,1464047.6400000001,18451.7275,2024
2024-04-12,20178.52,620.725,883.5,572711.625,567844.52,3216.0,108426.0,59043.256,2107.048,8840.307333,5425.114,2735.174667,0.0,78150.9,3570.066667,21682.745,1143772.145,17000.596,2024
2024-04-05,15443.94,5700.848,1810.192,602874.82,619031.448,8085.0,110741.0,60760.598,5039.3608,9541.312,8265.5244,4292.256,0.0,87899.0512,138.224,22954.98,1229991.268,22099.0924,2024
2024-03-29,18683.3266666667,5553.0,1041.53333333333,634402.466666667,661720.0,2612.0,165277.0,90053.78067,15232.06,13964.56933,9469.615333,2929.164,0.0,131649.1893,342.2972025,25277.86000000003,1298734.466666667,26363.348663,2024
2024-03-22,19460.0,1450.83333333333,1351.75,556797.566666667,579484.0,3460.0,136534.0,84091.9972,14235.3036,6988.7472,5232.5084,4222.7932,0.0,114771.3496,482.1146501,22262.58333333333,1139741.566666667,16444.0488,2024
2024-03-15,20150.0,4741.164,930.692,699427.32,702183.0,4853.0,121529.0,83839.66,19040.4192,4463.7864,5137.5364,3856.8764,0.0,116338.2784,457.9635046,25821.856,1406463.3199999998,13458.1992,2024
2024-03-08,16697.472,261.288,838.9,541028.68,563166.8,2553.0,111344.0,67274.9865,8944.8655,6174.516,4448.184,2797.049,0.0,89639.601,278.277603,17797.660000000003,1106748.48,13419.749,2024
2024-03-01,18315.0,4361.0,1311.0,712802.0,652752.0,2620.0,122015.0,59428.7772,10427.1324,3739.7512,5308.8548,3684.736,0.0,82589.2516,760.3838992,23987.0,1368174.0,12733.342,2024
2024-02-23,19048.852,323.18,732.0,576941.48,531995.0,2511.0,99179.0,102030.8850005,7059.0085,3756.951,6842.689,4784.282,,124473.8155005,203.7,20104.032,1111447.48,15383.921999999999,2024
2024-02-16,17243.812,4722.372,956.592,694576.72,632042.0,2527.0,88318.0,93036.75480004,6563.8604,3634.3404,5951.128,4231.1932,,113417.27680004,345.504,22922.776,1329145.72,13816.6616,2024
2024-02-09,18837.6733333333,320.236666666667,445.5,534316.416666667,562926.0,2068.0,100525.0,47265.6544,1775.9644,3404.0128,3403.8076,2004.7844,,57854.2236,466.312,19603.409999999967,1099310.416666667,8812.604800000001,2024
2024-02-02,19483.0,4490.612,1478.172,687383.7,635275.0,1980.0,112243.0,131234.18280008,6282.2692,5796.4036,2837.1136,5370.5652,,151520.53440008,1705.176,25451.784,1324638.7,14004.0824,2024
2024-01-26,20336.0,942.03,644.75,528710.0,452165.0,1220.0,109345.0,56999.6995,6260.124,3192.5345,3698.552,3356.803,,73507.713,72.8900000000031,21922.78,982095.0,10247.889500000001,2024
2024-01-19,20412.0,4493.56,1182.0,735996.62,582394.0,281.0,96967.0,88331.03760116,5009.8,3326.8924,6653.2556,5989.636,,109310.62160116,333.659999999998,26087.56,1318671.62,15969.784000000001,2024
2024-01-12,19175.0,970.0,746.0,600191.616666667,458126.0,544.0,92656.0,74385.1704,3875.9372,3689.9288,2431.932,2915.334,,87298.3024,502.356000000003,20891.0,1058861.6166666672,9037.194800000001,2024
2024-01-05,14687.0,3638.0,881.166666666667,605162.683333333,479474.0,222.0,74518.0,70883.2528,4861.3256,5396.4472,5873.236,6444.9656,,93459.2272,618.103999999998,19206.166666666668,1084858.683333333,17714.6488,2024
2023-12-29,17285.0,5237.88,598.0,708714.0,512436.0,1207.0,121622.0,52021.9325,6639.7395,7661.3055,5338.8575,5623.1275,,77284.9625,46.0,23120.88,1222357.0,18623.2905,2023
2023-12-22,19814.0,394.133333333333,697.666666666667,603746.083333333,467414.0,2071.0,87077.0,99405.4528,8475.6804,4049.1268,2648.076,4345.14,,118923.476,535.0,20905.8,1073231.083333333,11042.3428,2023
2023-12-15,19399.0,5276.0,1172.6,708115.08,617802.0,620.0,89151.0,91057.67240192,7397.0468,4150.9508,3024.306,3799.3936,,109429.36960192,254.0,25847.6,1326537.08,10974.650399999999,2023
2023-12-08,19806.0,703.6,478.25,634679.383333333,528526.0,838.0,74088.0,60455.88120152,3852.3696,3034.11,3400.3232,5784.8084,,76527.49240152,358.0,20987.85,1164043.3833333328,12219.2416,2023
2023-12-01,17469.0,8956.335,1767.75,740970.7,620918.0,675.0,106187.0,62592.11550305,3580.4485,1293.3895,4494.5085,3954.469,,75914.93100305,986.0,28193.085,1362563.7,9742.367,2023
2023-11-24,20249.73,175.7,1740.08333333333,584809.133333333,518692.0,879.0,77712.0,68985.82800032,2483.6308,4968.1588,2249.5836,3098.3952,,81785.59640032,2640.0,22165.51333333333,1104380.1333333328,10316.1376,2023
2023-11-17,15896.0,5544.0,943.0,658729.0,591545.0,5898.0,73070.0,50812.098,3539.0625,6494.344,2553.1125,2420.4095,,65819.0265,87.0,22383.0,1256172.0,11467.866,2023
2023-11-10,18171.0,446.11,1340.41666666667,513718.0,465337.0,4881.0,77039.0,81337.2496008,5431.8824,5369.8712,6454.6636,5015.0748,,103608.7416008,356.0,19957.526666666672,983936.0,16839.6096,2023
2023-11-03,18767.0,4257.0,532.0,662534.0,581498.0,1374.0,80287.0,48136.33320024,4948.7468,4053.2032,3390.9096,1645.19,,62174.38280024,30.0,23556.0,1245406.0,9089.3028,2023
2023-10-27,16651.0,336.22,935.4,568926.98,483808.0,1096.0,84618.0,51093.8885,2422.584,4967.503,5372.7525,1837.186,,65693.914,713.18,17922.620000000003,1053830.98,12177.441499999999,2023
2023-10-20,17617.0,3646.0,390.4,723083.0,604415.0,835.0,78484.0,53653.8912,2984.1928,2113.79,1571.748,1998.1272,,62321.7492,1221.672,21653.4,1328333.0,5683.6651999999995,2023
2023-10-13,16738.0,444.816666666667,594.416666666667,630004.733333333,459003.0,548.0,75624.0,91370.3456,2326.5796,5618.22,3228.3844,3813.7668,,106357.2964,543.832,17777.233333333334,1089555.733333333,12660.3712,2023
2023-10-06,14099.816,3903.072,1073.0,597299.18,430642.0,370.0,81779.0,35095.4545,3833.257,816.475,969.25,2318.593,,43033.0295,160.58,19075.888,1028311.18,4104.317999999999,2023
2023-09-29,13325.38,4295.0,312.0,559348.0,444818.0,152.0,106919.0,117086.586,8406.42,6644.925,6311.0875,2936.3625,,141385.381,560.035,17932.379999999997,1004318.0,15892.375,2023
2023-09-22,13738.228,725.68,637.9,567907.32,485473.0,1574.0,98929.0,106800.914,2709.386,5664.717,8518.7935,1995.1875,,125688.998,2160.715,15101.807999999999,1054954.3199999998,16178.698,2023
2023-09-15,15626.0,4350.64,1388.0,742899.1,580815.0,1496.0,89985.0,96360.4888,2396.7304,3971.434,3614.25,915.1536,,107258.0568,642.18,21364.64,1325210.1,8500.8376,2023
2023-09-08,15820.65,1459.66666666667,589.416666666667,601178.3,509596.0,3051.0,95814.0,90647.54721,3198.016,4209.0892,5269.4908,2179.7504,,105503.8936,380.388,17869.733333333337,1113825.3,11658.330399999999,2023
2023-09-01,12380.152,5005.94,553.0,738383.9,608900.0,3438.0,98764.0,86296.5944,3268.2588,5627.6136,6869.696,1831.2528,,103893.4156,433.912,17939.092,1350721.9,14328.5624,2023
2023-08-25,17813.0,318.416666667,734.75,612373.116666667,486636.0,452.0,97473.0,88757.0832,3857.9348,3085.1176,4757.968,1659.5796,,102117.6832,666.136,18866.166666667,1099461.1166666672,9502.6652,2023
2023-08-18,13721.0,7095.0,829.0,718562.0,604536.0,167.0,102358.0,78473.24667,3802.236,7253.199333,3366.016,2379.168,,95273.866003,361.9733333,21645.0,1323265.0,12998.383333,2023
2023-08-11,15814.0,245.416666666667,688.083333333333,498286.0,504906.0,3591.0,85291.0,86113.4696,1413.4676,6897.702,7442.4104,1954.6,,103821.6496,101.972,16747.5,1006783.0,16294.7124,2023
2023-08-04,14649.0,3504.66,1006.0,581065.72,589638.0,2694.0,91117.0,117943.2725,3597.0615,10468.103,3740.806,3957.4675,,139706.7105,113.225,19159.66,1173397.72,18166.3765,2023
2023-07-28,21447.364,184.92,490.8,615266.22,651665.0,1178.0,96828.0,90813.152,4198.6516,3954.96,4788.3312,2426.2,,106181.2948,23.88,22123.084,1268109.22,11169.4912,2023
2023-07-21,21986.1666666667,166.55,917.0,504737.383333333,544797.0,976.0,75674.0,83008.7244,2520.8248,3268.0032,5186.5004,1189.7456,,95173.7984,137.828,23069.7166666667,1050510.383333333,9644.2492,2023
2023-07-14,19259.0,5558.0,737.0,604354.58,642464.0,272.0,87079.0,107249.5948,3206.8824,4924.578,5014.3012,1978.92,,122374.2764,421.992,25554.0,1247090.58,11917.7992,2023
2023-07-07,19676.0,158.2,743.75,517000.0,516567.0,2186.0,83645.0,76690.376,3998.4224,12484.8968,9095.5752,3684.988,,105954.2584,711.228,20577.95,1035753.0,25265.460000000003,2023
2023-06-30,18286.0,4366.0,1140.0,652451.575,655035.39,285.0,107572.0,99703.5615,4201.7135,6688.334,17353.684,16257.5575,,144204.8505,42.275,23792.0,1307771.9649999999,40299.5755,2023
2023-06-23,16547.0,223.0,549.0,564438.35,578936.32,3239.6544,94474.0,100011.08,5399.1584,2275.38,10385.6784,11672.7844,,129744.0812,299.056,17319.0,1146614.3244,24333.842800000002,2023
2023-06-16,15773.488,4311.932,1209.2,633008.24,690281.12,5453.6,91938.4,80375.6552,4599.8056,6501.2768,10971.6972,4402.79,,106851.2248,352.0,21294.62,1328742.96,21875.764000000003,2023
2023-06-09,16932.2233333333,242.006666666667,718.416666666667,483939.233333333,605254.94,3152.8,81257.4,89594.0684,5492.0996,5986.0724,5620.04,3619.9192,,110312.1996,220.8,17892.646666666635,1092346.973333333,15226.0316,2023
2023-06-02,13813.8166666667,3234.38,522.583333333333,505107.683333333,581054.173333333,314.4,98063.0,97131.6088,5212.084,9419.28,7716.5216,4182.6272,,123662.1216,162.0,17570.78000000003,1086476.256666666,21318.428799999998,2023
2023-05-26,18453.0333333333,305.846666666667,725.45,500008.466666667,571417.106666667,822.4,87834.8,101928.9336,6121.9284,5467.912,6538.792,2960.3616,,123017.9276,942.0,19484.32999999997,1072247.973333334,14967.065600000002,2023
2023-05-19,16595.7233333333,3844.79,489.833333333333,468802.65,638855.313333333,282.856,84492.6,123923.7168,7337.6016,2262.5724,6964.142,5059.1872,,145547.22,362.0,20930.34666666663,1107940.8193333328,14285.901600000001,2023
2023-05-12,18800.4066666667,851.833333333333,597.503333333333,476780.133333333,634310.726666667,2135.2,84130.6,93599.7708,3954.2756,4330.5124,5542.6844,4357.1456,,111784.3888,147.0,20249.743333333365,1113226.06,14230.3424,2023
2023-05-05,13348.595,6430.56,793.125,473818.85,572668.88,106.666666666667,90072.3333333333,127117.956666667,8652.25933333333,6921.026,4469.368,3584.91,,150745.52,85.0,20572.28,1046594.3966666666,14975.304,2023
2023-04-28,16349.136,4786.852,669.9,615665.34,759201.96,611.656,106579.0,143285.794,9865.5788,3124.8436,5049.3276,4240.708,,165566.252,632.0,21805.888000000003,1375478.9559999998,12414.8792,2023
2023-04-21,19389.14,260.596666666667,975.666666666667,536030.083333333,650656.366666667,474.4,92494.0,84714.7004016,10467.7292,3729.3028,10675.4016,4745.3248,,114332.4588016,164.0,20625.403333333335,1187160.85,19150.029199999997,2023
2023-04-14,18976.12,6761.72,1508.5,607794.875,782271.19,6574.0,87120.0,101220.7230035,11755.3875,5548.732,12406.784,13171.2645,,144102.8910035,31.0,27246.34,1396640.065,31126.7805,2023
